gene,pan1wt,pan2wt,pan3ko,pan4ko,pan5ko,pan6ko,pan7wt,pan8wt
Gm5577,0,0.858,0,0.817,0,0,0,1.246
Gm5578,2.868,0.858,1.732,0.817,0,2.9,2.271,0.623
Gm5580,1.434,0,0,0,0,0.725,0,0.623
Gm5581,10.04,8.577,9.526,12.255,6.428,12.325,4.542,0
Gm5582,0,0,0,1.634,0,0.725,0,0
Gm5583,0,0,0,0,0,0,0,0
Gm5586,4.303,0,1.732,0.817,3.214,0,0,0.623
Gm5587,0,0,0,0,0,0,0,0
Gm5590,0,0,0,0,0,0,0.757,0
Gm5591,0,0,0,0,0,0,0,0
Gm5592,0,0,0,0,0,0,0,0
Gm5594,0,0,0,0,0,0,0,0
Gm5596,0,0.858,0.866,0,3.214,0.725,0.757,0
Gm5597,0,0,0,0,0,0,0,0
Gm5599,0,0,0,0,0,1.45,0,0
Gm5600,0,0,0,0,0,0,0,0
Gm5601,0,0.858,1.732,1.634,0,0,0,0.623
Gm5602,2.868,0.858,0.866,1.634,0,0,1.514,1.246
Gm5605,0,0,0.866,0,0,0.725,0.757,0
Gm5607,0,0,0,0,0,0,0,0
Gm5608,1.434,2.573,0,0.817,0,2.175,0,0
Gm5609,0,0,0,0,0,0,0,0
Gm5611,0,0.858,0,0,0,0.725,0,0
Gm5612,0,0,0,0,0,0,0,0
Gm5614,0,0,0,0,0,0,0,0
Gm5615,0,0,0,0,0,0,0,0
Gm5616,0,0,0,0,0,0,0,0
Gm5617,2.868,0.858,2.598,2.451,0,0.725,2.271,1.87
Gm5619,1.434,0,0,2.451,0,0,0.757,0
Gm5620,1.434,7.72,0.866,8.17,0,7.25,5.299,4.986
Gm5622,0,0,0,0,0,0,0,0
Gm5624,0,0,0,0,0,0,0,0
Gm5627,0,0,0,0,0,0,0,0
Gm5637,0,0.858,0,2.451,0,0,0.757,2.493
Gm5638,0,0,0,0,0,0,0,0
Gm5639,0,0,0,0,0,0,0,0
Gm5640,0,0,0,0,0,0,0,0
Gm5641,0,0,0,0,0,0,0,0
Gm5643,1.434,0.858,0,0.817,0,0,1.514,1.87
Gm5644,0,0,0,1.634,3.214,0.725,2.271,1.246
Gm5645,0,0,0,0,0,0,0,0
Gm5646,0,0,0,0,0,0,0,0
Gm5648,0,0,0,0,0,0,0,0
Gm5650,0,0,0,0,0,0,0,0
Gm5652,0,0,0.866,0,0,1.45,0,0
Gm5656,0,0,0,0,0,0,0,0
Gm5660,0,0,0,0,0,0,0,0
Gm5662,0,0,0,0,0,0,0,0
Gm567,0,0,0,0,0,0,0,0
Gm5670,0,0,0,0,0,0,0,0
Gm5678,0,0,0,0,0,0,0,0
Gm568,2.868,1.715,2.598,0.817,0,3.625,1.514,1.87
Gm5681,0,0,0,0,0,0,0,0
Gm5682,0,0,0,0,0,0,0,0
Gm5684,0,0,0,0,0,0,0,0
Gm5687,0,0,0,0.817,0,0.725,0,0
Gm5689,0,0,0,0,0,0,0,0
Gm5692,0,0,0,0,0,0,0,0.623
Gm5694,0,0,0,0,0,0,0,3.116
Gm5696,0,0,0,0,0,0,0,0
Gm5697,0,0,0,0,0,0,0,0
Gm5698,0,0,0,0,0,0,0,0
Gm5699,0,0,0,0,0,0,0,0
Gm5700,0,0,0,0,0,0,0,0
Gm5702,0,0,0,0,0,0,0,0
Gm5703,0,0,0,0,0,0,0,0
Gm5705,0,0,0,0,3.214,0,0,0
Gm5706,0,0,0.866,1.634,0,0,0,0.623
Gm5708,0,0,0,0,0,0,0,0
Gm5709,0,0,0,0,0,0,0,0
Gm5710,0,0,0,0,0,0,0.757,0
Gm5711,0,0,0,0,0,0,0,0
Gm5712,0,0,0,0,0,0,0,0
Gm5714,0,0,0,0,0,0,0,0
Gm5715,0,0,0,0,0,0,0,0
Gm5717,0,0,0,0,0,0,0,0
Gm572,0,0,0,0,0,0,0,0.623
Gm5721,0,0,0,0,0,0,0,0
Gm5723,0,0,0,0,0,0,0,0
Gm5724,0,0,0,0,0,0,0,0
Gm5725,0,0,0,0,0,0,0,0
Gm5726,0,0,0,0,0,0,0,0
Gm5728,0,0,0,0,0,0,0,0
Gm5731,1.434,0,0,0,0,0,0,0
Gm5732,0,0,0,0.817,0,0,0,0
Gm5733,0,0,0,0,0,0,0,0
Gm5734,0,0,0,0,0,0,0,0
Gm5735,0,0,0,0,0,0,0,0
Gm5737,0,0,0,0,0,0,0,0
Gm5738,0,0,0,0,0,0,0,0
Gm5739,0,0,0.866,0,0,0,0,0
Gm5740,0,0,0,0,0,0,0,0
Gm5741,0,0.858,0,0,0,0,0,0
Gm5742,0,0,0,0,0,0,0,0
Gm5743,0,0,0,0,0,0,0,0
Gm5745,0,0,0,0,0,0,0,0
Gm5746,0,0,0,0,0,0,0,0
Gm5749,0,0,0,0,0,0,0,0
Gm5751,0,0,0,0,0,0,0,0
Gm5752,0,0,0,0,0,0,0,0
Gm5754,0,0,0,0,0,0,0,0
Gm5755,0,0,0,0,0,0,0,0
Gm5757,0,0,0,0,0,0,0,0
Gm5759,0,0,0,0,0,0,0,0
Gm5760,0,0,0,0,0,0,0,0
Gm5761,0,0,0,0,0,0,0,0
Gm5762,0,0,0,0,0,0,0,0
Gm5763,0,0,0.866,0,0,0,0,0.623
Gm5764,0,0,0,0,0,0,0,0
Gm5766,0,0,0,0.817,0,0,0,0
Gm5771,0,0,0,0,0,0,0,0
Gm5773,0,0,0,0,0,0,0,0
Gm5776,0,0.858,0,0,0,0.725,0,0
Gm5777,0,0,0,0,0,0.725,0,0
Gm5778,1.434,0,0.866,1.634,0,0.725,0.757,0.623
Gm5784,0,0,0,0,0,0,0.757,0
Gm5786,0,0,0,0.817,0,0.725,0,1.246
Gm5787,0,0,1.732,1.634,0,0,0.757,2.493
Gm5793,0,0,0,0,0,0,0,0
Gm5795,0,0,0,0,0,0,0,0
Gm5796,0,0,0,0,0,0,0,0
Gm5797,0,0,0,0,0,0,0.757,0
Gm5798,0,0,0,0,0,0,0,0
Gm5799,0,0,0,0,0,0,0,0
Gm5800,0,0,0,0,0,0,0,0
Gm5801,2.868,0.858,0.866,0,0,0,0.757,0
Gm5805,1.434,1.715,3.464,0,0,1.45,0,1.246
Gm5808,0,0,0,0,0,0,0,0
Gm5809,0,0,0,0,0,0,0,0.623
Gm5812,1.434,2.573,0,2.451,3.214,1.45,1.514,1.246
Gm5814,0,0,0,0,0,0,0,0
Gm5815,0,0,0,0.817,0,0,1.514,0
Gm5819,0,0,0,0,0,0,0,0
Gm5822,1.434,4.289,4.33,2.451,3.214,0.725,1.514,1.246
Gm5828,0,0.858,0,0,3.214,0,0,0.623
Gm5829,0,0.858,0,0,0,0.725,0,0
Gm5830,0,0,0,0,0,0,0,0
Gm5832,0,0,0,0,0,0,0,0
Gm5833,0,0,0,0,0,0,0,0
Gm5834,0,3.431,0,3.268,0,0.725,0.757,8.725
Gm5835,1.434,5.146,8.66,4.085,9.643,3.625,3.785,3.739
Gm5837,0,0.858,0.866,0,0,0.725,0.757,0.623
Gm5839,0,0,0,0.817,0,0,0,1.246
Gm5841,2.868,0,0,0,0,0,0,0.623
Gm5842,0,0,0,0,0,0.725,0,0
Gm5843,0,0,0,0,0,0,0,0
Gm5844,0,0.858,0.866,0.817,0,0.725,0.757,0
Gm5845,0,0,0,0,0,0,0,0
Gm5846,0,0,0,0.817,0,1.45,0,0.623
Gm5847,0,0,0,0,0,0,0,0
Gm5849,0,0,0,0,0,0,0,0
Gm5850,0,0,0,0,0,0,0,0
Gm5851,0,0,0,0,0,0,0,0
Gm5852,0,0,0,0,0,0,0,0
Gm5853,0,0,0,0,0,0,0,0
Gm5855,0,0,0,0,0,0.725,0,0
Gm5857,1.434,0.858,0.866,0.817,0,2.9,0.757,2.493
Gm5859,0,0,0,0,0,0,0,0
Gm5860,0,0,0,0,0,0,0,0
Gm5861,0,0,0,0,0,0,0,0
Gm5862,0,0,0,0,0,0,0,0
Gm5863,1.434,0.858,0,0.817,3.214,1.45,0,0
Gm5864,1.434,0,0,0.817,0,0,0.757,1.87
Gm5865,1.434,0.858,0.866,0,0,0,0,0.623
Gm5866,0,0,0,0,0,0,0,0
Gm5867,0,0.858,0,0,0,0.725,0.757,0
Gm5868,0,0,0,0,0,0,0,0
Gm5869,2.868,1.715,4.33,6.536,6.428,3.625,3.785,2.493
Gm5870,0,0,0,0,0,0,0,0
Gm5871,0,0,0,0,0,0,0,0
Gm5873,0,0,0,0,0,0,0,0
Gm5874,0,0,0,0,0,0,0,0
Gm5876,0,0,0.866,0,0,0,0,0
Gm5878,0,0,0,0,0,0,0,0
Gm5879,0,0,0,2.451,0,0,0,1.87
Gm5881,0,0,0.866,0,0,0,0.757,0
Gm5883,0,0.858,0,0,0,0,0,0
Gm5884,0,0.858,0,1.634,0,1.45,1.514,1.246
Gm5885,0,0,0,0,0,0,0,0
Gm5886,0,0,0,0,0,0,0,0
Gm5890,0,0,0,0,0,0,0,0
Gm5891,0,0,0,0,0,0,0,0
Gm5893,0,0,0,0,0,0,0,0
Gm5896,0,0.858,0.866,0.817,0,0,0.757,0.623
Gm5898,1.434,0,3.464,1.634,6.428,0,2.271,0.623
Gm5899,0,0,0,0,0,0,0,0
Gm5900,5.737,0,0.866,1.634,0,0,0,0.623
Gm5901,0,0,0,0,0,0,0,0
Gm5903,1.434,2.573,0,0.817,0,1.45,0.757,1.246
Gm5904,0,0,0,1.634,0,0.725,0,0
Gm5905,2.868,2.573,3.464,3.268,0,0.725,0,3.739
Gm5907,0,0,0,0,0,0,0,0
Gm5909,0,0,0,0,0,0.725,0,0
Gm5910,0,0,0.866,1.634,0,0,0.757,0
Gm5912,0,0,0,0.817,0,0,0,0
Gm5913,1.434,0.858,0,0,0,0,0.757,0
Gm5914,0,0,0,0,0,0.725,0.757,0.623
Gm5915,1.434,0,0,0,3.214,0,0,0
Gm5916,0,0,0,0,0,0,0,0
Gm5920,0,0,0,0.817,0,0,0,0
Gm5921,0,0,0.866,0,0,0,0,0
Gm5924,0,0,0,0,0,0,0,0
Gm5925,0,0,0,0,0,0,0,0
Gm5926,0,0,0,0,0,0,0,0
Gm5929,0,0,0,0,0,0,0,0
Gm5930,0,0,0,0,0,0,0,0
Gm5931,0,0,0,1.634,0,0,0,0
Gm5934,0,0,0,0,0,0,0,0
Gm5935,0,0,0,0,0,0,0,0
Gm5936,0,0,0,0,0,0,0,0
Gm5937,0,0,0,0,0,0,0,0
Gm5938,0,0,0,0,0,0,0,0
Gm5939,0,0,0,0,0,0,0,0
Gm5940,0,0,0,0,0,0,0,0.623
Gm5941,0,0,0,0,0,0,0,0
Gm5942,0,0,0,0,0,0,0,0
Gm5943,0,0,0,0,0,0,0,0
Gm5944,0,0,0,0,0,0,1.514,0
Gm5946,0,0,0.866,0,0,0,0,0
Gm5947,0,0,0,0,0,0,0,0
Gm595,0,0,0,0,0,0,0,0
Gm5958,0,0,0,0,0,0,0,0
Gm5960,20.079,4.289,10.393,9.804,0,7.25,7.57,0
Gm5963,1.434,0.858,1.732,1.634,0,0.725,0.757,0
Gm5965,0,0,0,0,0,0,0,0
Gm5967,0,0,0,0,0,0,0,0
Gm597,0,0,0,0,0,0,0,0
Gm5970,57.37,36.883,77.078,100.492,80.355,47.851,47.691,8.725
Gm5973,0,0,0,0,0,0,0,0
Gm5974,1.434,0,0,0.817,0,0,0.757,0
Gm5975,0,0,0,0,0,0,0,0
Gm5976,0,0,0,0,0,0,0,0
Gm5977,0,0,0,0,0,0,0,0
Gm5979,0,0,0,0,0,0,0,0
Gm5981,0,0,0,0,0,0,0,0
Gm5982,0,0,0,0,0,0,0,0
Gm5983,0,0,0,0,0,0,0,0
Gm5987,0,0,0,0,0,0,0,0
Gm5989,0,0,0,0,0,0,0,0
Gm5990,0,0,0,0,0,0,0,0
Gm5995,0,0,0,0,0,0,0,0
Gm5996,0,0,0,0,0,0,0,0
Gm5997,0,0,0,0,0,0,0,0
Gm6003,0,0,0,0,0,0,0,0
Gm6004,0,0,0,0,0,0,0,0
Gm6007,0,0,0,0,0,0,0,0
Gm6008,0,0,0,0,0,0,0,0
Gm6009,0,0,0,0,0,0,0.757,0
Gm6011,0,0,0,0,0,0,0,0
Gm6012,4.303,8.577,6.928,8.17,0,7.975,4.542,2.493
Gm6013,0,0,0,0,0,0,0,0
Gm6019,0,0,0,0,0,0,0,0
Gm6020,0,0,0,0,0,0,0,0
Gm6023,0,0.858,0,0,0,0,0.757,0
Gm6024,0,0,0,0,0,0,0,0
Gm6025,0,0,0,0,0,0,0,0
Gm6027,0,0.858,0,0,0,0,0,0
Gm6028,1.434,0,0,0,0,0,0.757,0
Gm6030,1.434,9.435,3.464,4.902,0,1.45,3.785,1.87
Gm6031,0,0,0,0,0,0,0,0
Gm6034,0,1.715,1.732,2.451,0,2.175,0.757,0
Gm6038,0,0,0,0,0,0,0,0
Gm6039,0,0,0,0.817,0,0.725,0.757,0
Gm6040,0,0,0,0,0,0,0,0
Gm6043,0,1.715,0,0,0,0,0.757,0
Gm6044,4.303,0,3.464,0,0,0.725,2.271,0.623
Gm6047,0,0,0,0,0,0,0,0
Gm6051,0,0,0,0,0,0,0,0
Gm6054,0,0.858,0,0,3.214,0,0,0
Gm6055,4.303,7.72,2.598,0,3.214,3.625,4.542,3.739
Gm6057,0,0,0,0,0,0,0,0
Gm6058,0,0,0,0,0,0,0,0
Gm6059,0,0,0,0,0,0,0,0
Gm6060,0,0,0,0,0,1.45,0,0
Gm6061,1.434,0,0,0,3.214,0,0,1.246
Gm6062,0,0,0,0,0,0,0,0
Gm6063,0,0,0,0,0,0,0,0
Gm6064,0,0,0,0,0,0,0,0
Gm6065,0,0,0,0,0,0,0,0
Gm6067,0,0,0,0,0,0,0,0
Gm6069,0,0,0,0,0,0,0,0
Gm6070,0,0,0,0,0,0,0,0
Gm6071,0,0,0,0,0,0,0,0
Gm6072,0,0,0,0,0,0,0,0
Gm6073,0,0,0,0,0,0,0,0
Gm6074,0,0,0,0,0,0,0,0
Gm6075,0,0,0,0,0,0,0,0
Gm6077,0,0,0,0,0,0,0,0
Gm6079,0,0,0,0,0,0,0,0
Gm6081,0,0,0,0,0,0,0,0.623
Gm6083,0,0,0,0,0,0,0,0
Gm6085,0,1.715,1.732,0.817,3.214,1.45,0.757,1.87
Gm6088,0,0.858,0,0,0,1.45,0,0
Gm6089,0,0,0,0,0,0,0,0
Gm609,0,0,0,0,0,0,0,0
Gm6091,0,0,0,0,0,0,0,0
Gm6092,0,0,0,0,0,0,0,0
Gm6096,0,0,0,0,0,0,0,0
Gm6098,0,0,0,0,0,0,0,0.623
Gm6100,0,0,0,0,0,0,0,0
Gm6101,0,0,0,0,0,0,0,0
Gm6104,0,0,0,0,0,0,0,0
Gm6105,0,0,0,0,0,0,0,0
Gm6108,0,0,0,0,0,0,0,0
Gm6112,0,0,0,0,0,0,0,0
Gm6113,0,0,0,0,0,0,0,0
Gm6114,0,0,0,0,0,0,0,0
Gm6116,0,0,0,0,0,0,0,1.246
Gm6117,0,0,0,0,0,0,0,0
Gm6119,0,0,0,0,0,0,0,0
Gm6121,0,0,0,0,0,0,0,0
Gm6123,2.868,3.431,2.598,1.634,0,2.175,0,0.623
Gm6124,0,0,0,0,0,0,0,0
Gm6133,0,0,0,0,0,0,0,0.623
Gm6134,0,0,0,0,0,0,0,0
Gm6135,0,0,0,0,0,0,0,0
Gm6136,0,0.858,2.598,0.817,3.214,0.725,0.757,4.363
Gm6137,0,0,0,0,0,0,0,0
Gm6139,0,0,0,0,0,0,0,0
Gm614,15.777,12.008,22.517,25.327,9.643,9.425,3.028,1.246
Gm6140,1.434,0,0,1.634,3.214,0,0,0
Gm6141,0,0,0,0,0,0,0,0
Gm6142,0,0.858,1.732,2.451,0,0,0,0
Gm6145,0,0,0,0,0,0,0,0
Gm6152,0,0,0,0,0,0,0,0
Gm6153,1.434,1.715,0,0,0,0,0,0
Gm6155,0,1.715,0.866,0,0,0,0,0
Gm6157,0,0,0,0,0,0,0,0
Gm6158,0,0,0.866,0,0,1.45,0,1.246
Gm6159,0,0.858,0,1.634,0,1.45,0,1.246
Gm6161,0,0.858,0,0,0,0,0,0
Gm6162,0,0,0,0,0,0,1.514,0
Gm6164,0,0,0,0,0,0,0,0
Gm6166,37.29,55.753,0,0,3.214,0.725,0.757,0
Gm6169,2.868,1.715,1.732,0.817,0,0,0,1.246
Gm6170,2.868,3.431,0.866,2.451,3.214,2.9,3.028,1.246
Gm6175,0,0,0,0,0,0,0,0
Gm6176,0,0,0,0,0,0,0,0
Gm6177,0,0,0,0,0,0,0,0
Gm6180,15.777,6.862,12.125,9.804,6.428,6.525,8.327,5.609
Gm6181,0,0,0,0,0,0,0,0.623
Gm6182,0,0,0,0,0,0,0,0
Gm6184,0,0,0,0,0,0,0,0
Gm6185,0,0,0,0,0,0,0,0
Gm6187,0,0,0,0,0,0,0,0
Gm6189,0,2.573,1.732,2.451,0,1.45,2.271,0
Gm6195,0,0,0,0,0,0,0.757,0.623
Gm6197,0,0,0,0,0,0,0,0
Gm6198,0,0,0,0,0,0,0,0
Gm6203,0,0,0,0,0,0,0,0
Gm6204,4.303,1.715,0,4.085,0,2.9,1.514,0.623
Gm6205,0,0,0,0,0,0,0,0
Gm6206,8.605,4.289,6.062,5.719,3.214,8.7,9.084,3.116
Gm6207,0,0,0,0,0,0,0,0
Gm6209,20.079,77.196,17.321,25.327,35.356,29.726,21.196,4.986
Gm6210,7.171,5.146,4.33,5.719,0,0.725,6.813,2.493
Gm6211,0,0,0,0,0,1.45,0,0
Gm6213,0,0,0,0,0,0,0,0
Gm6214,0,0,0,0,0,0,0,0
Gm6215,0,0,0,0,0,0,0,0
Gm6216,0,0,0,0,0,0,0,0.623
Gm6221,0,0,0,0,0,0,0,0
Gm6222,0,0,0,0,0,0,0,0
Gm6223,1.434,0.858,0,0.817,0,0,0,1.246
Gm6225,1.434,2.573,0.866,0,0,0.725,1.514,0.623
Gm6226,0,0,0,0,0,0,0,0
Gm6227,1.434,0,0,0,0,0,0,0
Gm6228,0,0,0,0,0,0,0,0
Gm6230,0,0,0,0,0,0,0,0
Gm6236,0,0.858,0,0,0,0,0,0
Gm6238,0,0,0,0,0,0,0,0
Gm6240,0,0.858,0,0.817,0,0,0,0
Gm6244,0,0.858,0,0,0,0,0,0
Gm6245,1.434,1.715,0,0,0,0,0,0
Gm6249,0,0,0,0,0,0,0,0
Gm6254,0,0,1.732,0,0,0.725,0,0.623
Gm6257,1.434,0.858,0,0,3.214,2.175,0,0
Gm6260,0,0,0,0,0,0.725,0,0
Gm6261,0,0,0,0,0,0,0,0
Gm6263,0,0.858,0,0,3.214,0,0,0.623
Gm6264,0,0,0.866,0,0,0,0,0
Gm6265,0,0,0,0,0,0,0.757,0
Gm6266,1.434,0,0,0.817,0,0,0,1.87
Gm6268,0,0,0,0,0,0,0,0
Gm6270,0,0,0,0,0,0,0,0
Gm6272,0,0.858,0,0,0,0,0,0
Gm6274,0,0.858,0.866,1.634,0,1.45,1.514,1.246
Gm6275,0,0,0.866,0,0,0,0,0
Gm6276,0,0,0,0,0,0,0,0
Gm6277,1.434,3.431,0.866,1.634,0,0,2.271,4.363
Gm6283,1.434,0,1.732,3.268,0,1.45,0,0.623
Gm6284,0,0,0,0,0,0,0,0
Gm6285,0,0,0,0,0,0,0,0
Gm6286,0,0,0,0,0,0,0,0
Gm6288,0,1.715,0,0,0,0.725,0,1.87
Gm6290,0,0,0,0,0,0,0,0
Gm6291,0,0,0.866,0,0,0,0,0.623
Gm6292,0,0,0,0.817,0,0,0,0
Gm6293,0,0,0,0,0,0,0,0
Gm6297,2.868,6.862,0.866,0.817,0,0.725,0,3.116
Gm6298,0,0,0,0,0,0,0,0
Gm6300,0,0,0,0,0,0,0,0
Gm6303,0,0,0,0,0,0,0,0
Gm6304,0,0,0,0,0,0,0,0
Gm6305,0,0,0,0,3.214,1.45,0,0.623
Gm6308,0,0,0,0,0,0,0,0
Gm6309,0,0,0,0.817,0,0,0,0
Gm6311,0,0,0,0,0,0,0,0
Gm6312,0,0,0,0,0,0,0,0
Gm6313,0,0,0,0,0,0,0,0
Gm6316,1.434,0,0,0.817,0,0,0,0
Gm6317,0,0,0,0,0,0,0.757,0
Gm6321,0,0,0,0.817,0,0.725,0,0
Gm6322,0,0,0,0,0,0,0,1.246
Gm6325,0,0,0,0,0,0,0,0
Gm6327,0,0,0,0,0,0,0,0
Gm6329,0,0,0,0,0,0,0,0
Gm6334,1.434,0,0,0,0,0,0,0
Gm6335,0,0,0,0,0,0.725,0,0
Gm6337,0,0,0,0,0,0,0,0
Gm6341,0,1.715,0,0,0,0,0,0
Gm6342,0,0,0,0,0,0,0,0
Gm6344,0,0,0,0,0,0,0,0
Gm6345,0,0,0,0,0,0,0.757,1.246
Gm6346,0,0,0,0,0,0,0,0
Gm6348,0,0,0,0,0,0,0,0
Gm6350,0,0,0,0,0,0,0,0
Gm6351,0,0,0,0,0,0,0,0
Gm6352,0,0,0,0,0,0.725,0.757,0.623
Gm6356,0,0,0,0,0,0,0,0
Gm6358,0,0,0,0,0,0,0,0
Gm6361,0,0,0.866,0,0,0,0,0
Gm6365,0,0,0,0,0,0,1.514,0
Gm6366,0,0,0,0,0,0.725,0,0.623
Gm6367,0,0,0,0,0,0,0,0
Gm6368,0,1.715,0.866,0,0,0.725,0,0
Gm6369,0,0,0,0,0,0,0,0
Gm6370,0,0,0,0,0,0,0,0
Gm6373,0,0,0,0,0,0,0,0
Gm6374,0,0,0,0,0,0,0,0
Gm6375,0,1.715,0.866,0.817,3.214,0.725,0.757,0.623
Gm6376,0,0,0,0,0,0,0,0
Gm6377,2898.603,6864.446,6142.851,4969.87,8668.667,5784.157,4080.965,2183.17
Gm6378,0,0,0,0,0,0,0,0
Gm6382,0,0,0,0,0,0.725,0.757,1.246
Gm6394,0,0,0.866,0,0,0.725,0.757,0.623
Gm6395,1.434,1.715,3.464,1.634,3.214,0.725,1.514,1.246
Gm6397,2.868,1.715,0.866,5.719,3.214,5.075,2.271,1.246
Gm6401,0,0,0,0,0,0,0,0
Gm6407,0,0,0,0,0,0.725,0,0
Gm6408,0,0,0,0,0,0,0,0
Gm6410,0,0,0,0,0,0,0,0
Gm6415,0,0,0,0,0,0,0,0
Gm6418,0,0,0,0,0,0,0,0
Gm6419,1.434,0,0,0,0,1.45,0,0.623
Gm6420,0,0,0,0,0,0,0,0
Gm6423,0,0,0,0,0,0,0,0
Gm6425,0,0,0,0,0,0,0,0
Gm6426,0,0,0,0,0,0,0,0
Gm6427,0,0,0,0,0,0,0,0
Gm6428,0,0,0,0,0,0,0,0
Gm6429,0,0,0,0,0,0,0,0
Gm6430,2.868,2.573,0.866,1.634,0,1.45,1.514,0
Gm6433,0,0,0,0,0,0,0,0
Gm6434,0,0,0,0,0,0,0,0
Gm6439,0,0,0,0,0,0,0,0
Gm6441,0,0,0,0,0,0,0,0
Gm6443,0,0,0,0,0,0,0.757,0
Gm6444,0,0.858,0,0,0,0,0,0
Gm6445,1.434,1.715,3.464,4.085,3.214,5.075,1.514,0.623
Gm6446,0,0,0,0,0,0,0,0
Gm6447,0,0,0,0,0,0,0,0
Gm6450,0,0,0.866,0.817,0,0,0,0
Gm6451,15.777,9.435,8.66,7.353,0,10.875,7.57,3.739
Gm6455,0,0,0,0,0,0,0,0
Gm6457,0,0,0,0,0,0.725,0,0
Gm6458,1.434,0,0,0,0,0,0,0
Gm6460,0,0,0,0,0,0,0,0
Gm6461,0,0,0,0,3.214,0,0,0
Gm6462,0,0,0,0,0,0,0,0
Gm6463,0,0.858,0,0,0,0,0,0
Gm6465,0,0,0,0,0,0,0,0
Gm6467,0,0,0,0,3.214,0,0,0
Gm6468,0,0,0,0,0,0,0,0
Gm6471,0,0,0,0,0,0,0,0
Gm6472,4.303,2.573,3.464,4.085,6.428,2.175,4.542,2.493
Gm6473,0,0.858,0,0,0,0,0,0
Gm6478,1.434,0,0,0,0,0.725,0,0.623
Gm648,0,0,0.866,0,0,0,0,0
Gm6480,0,0,0,0,0,0,0,0
Gm6482,0,0,0,0,0,0,0,0
Gm6483,21.514,9.435,9.526,16.34,32.142,20.3,26.495,13.088
Gm6485,1.434,2.573,1.732,4.085,0,0.725,0.757,0
Gm6486,0,0,0,0,0,0,0,0
Gm6489,0,0,0,0,0,0,0.757,0
Gm649,0,0,0,0,0,0,0,0
Gm6490,0,0,0,0,0,0,0,0
Gm6491,0,0,0,0,0,0,0,0
Gm6493,2.868,0.858,0,0.817,0,0.725,0.757,1.87
Gm6498,0,1.715,0.866,1.634,3.214,0,3.028,0
Gm650,0,0,0,0,0,0,0,0
Gm6500,0,0,0,0,0,0,0,0
Gm6501,2.868,0.858,3.464,1.634,6.428,1.45,0,0.623
Gm6502,0,0,0,0,0,0,0,0
Gm6503,0,0,0,0,0,0.725,0,0
Gm6505,0,0,0,0.817,0,0,0,0
Gm6506,0,0,0,0,0,0,0,0
Gm6507,0,0,0,0,0,0,0,0
Gm6509,0,0,0,0,0,0,0,0
Gm6510,0,0,0.866,0,0,0,0,0
Gm6517,0,0,0,0.817,0,0,0.757,0.623
Gm6518,0,0,0,0,0,0,0,0
Gm6520,0,0,0,0,0,0.725,0,0.623
Gm6522,4.303,8.577,9.526,5.719,0,1.45,6.056,1.246
Gm6524,0,0.858,0,0,0,0,0,0
Gm6525,0,0,0,0,0,0,0,0
Gm6526,0,0,0,0,0,0,0,0
Gm6536,0,0,0,0,0,0,0,0
Gm6539,0,0,0,0,0,0,0,0
Gm6541,0,0,0,0,0,0,0,0
Gm6542,11.474,4.289,11.259,4.902,6.428,4.35,5.299,2.493
Gm6543,0,3.431,0,0.817,0,0.725,2.271,0.623
Gm6546,0,0,0.866,0,0,0,0,0
Gm6548,109.002,123.514,224.305,258.992,160.709,203.004,201.361,66.685
Gm6550,0,0,0,0,0,0,0,0
Gm6555,0,0,0,0,0,0,0,0
Gm6556,0,0,0,0,0,0,0,0
Gm6558,0,0,0,0,0,0,0,0
Gm6559,0,0,0,0,0,0,0,0
Gm6560,8.605,12.008,10.393,13.072,3.214,8.7,9.084,6.232
Gm6563,18.645,6.862,19.053,22.876,19.285,5.075,9.841,3.739
Gm6564,0,0,0,0,0,0,0,0
Gm6565,0,0,0,0,0,0,0,0
Gm6567,0,0,0,0,0,0,0,0
Gm6568,0,0,0.866,0,0,0,0,0
Gm6569,0,0,0,0,0,0,0,0
Gm6574,0,0,0,0,0,0,0,0
Gm6576,0,0,0.866,0,0,0.725,0,0
Gm6578,0,0,0,0,0,0,0,0
Gm6579,0,0,0,0,0,0,0,0
Gm6580,0,0.858,0.866,0,0,0,0,0.623
Gm6583,2.868,2.573,4.33,6.536,0,0.725,1.514,0.623
Gm6584,0,0,0,0,0,0,0,0
Gm6586,0,0,0,0,0,0,0,0
Gm6587,0,0,0,0,0,0,0,0
Gm6588,0,0,0,0,0,0,0,0
Gm6590,0,0,0,0,0,0,0,0
Gm6591,0,0,0,0,0,0,0,0
Gm6592,0,0,0,0,0,0,0,0
Gm6593,0,0,0,0,0,0,0,0
Gm6594,0,0,0,0,0,0,0,0
Gm6598,1.434,0,0,1.634,0,0,1.514,1.246
Gm6602,0,0,0,0,0,0,0,0
Gm6605,0,0,0,0,0,0,0,0
Gm6606,0,0,0,0,0,0,0,0
Gm6610,0,0.858,0.866,1.634,0,1.45,0,0
Gm6611,11.474,8.577,5.196,3.268,0,2.9,3.028,4.363
Gm6612,0,0,0,0,0,0,0,0
Gm6614,0,0,0,0,0,0,0,0
Gm6615,0,0.858,0,0,0,0.725,0,0
Gm6619,0,0,0,0,0,0,0,0
Gm6620,0,0,0,0,0,0,0,0
Gm6621,0,0,0,0,0,0,0,0.623
Gm6623,0,0,0,0,0,0,0,0
